Address,Latency
173.69.174.252-8333,172.04273504273505
173.73.255.10-8333,97.2
173.76.200.174-8333,104.65
173.79.107.81-8333,95.66363636363636
173.82.236.175-8333,145.33333333333334
174.20.176.52-8333,121.25
174.21.65.31-8333,169.0
174.3.4.232-8333,164.04255319148936
174.51.223.204-8333,139.1818181818182
176.107.178.164-8333,35.47826086956522
176.119.26.12-8333,33.8955223880597
176.160.228.9-8333,20.285714285714285
176.191.182.3-8333,24.112068965517242
176.223.135.96-8333,27.666666666666668
176.223.137.37-8333,28.514285714285716
176.31.121.62-8333,15.645833333333334
176.31.236.182-8333,13.41156462585034
176.36.81.57-8333,55.089285714285715
176.37.99.111-8333,33.54545454545455
176.74.240.113-8333,13.761904761904763
176.85.238.243-8333,2615.8333333333335
176.9.120.149-8333,1.0
176.9.155.247-8333,1.0
176.9.22.148-8333,1.7552447552447552
176.9.28.155-8333,1.2468354430379747
176.9.28.202-8333,1.1806451612903226
176.9.38.164-8333,3.4173553719008263
176.9.47.132-8333,1.0
176.9.63.112-8333,1.5576923076923077
176.9.80.243-8333,7.884353741496598
176.9.84.152-8333,1.1111111111111112
176.9.84.209-8333,44.57142857142857
176.9.86.53-8333,1.0
176.95.67.190-8333,8.471428571428572
176.97.247.9-8333,767.75
176.99.10.22-8344,42.159574468085104
176.99.2.207-8333,45.47941176470588
177.43.223.91-8333,249.26315789473685
177.52.173.62-8333,232.6140350877193
178.128.155.152-8333,149.0
178.128.58.95-8333,176.75
178.128.77.226-8333,160.85826771653544
178.132.1.55-8333,13.75
178.150.96.46-8333,52.25
178.169.252.7-8333,35.8
178.183.99.149-8333,129.75
178.212.192.118-8333,43.5
178.238.237.56-8333,14.880645161290323
178.252.122.139-8333,41.0
178.27.103.45-8333,156.16666666666666
178.32.58.209-8333,14.229461756373938
178.33.228.210-8333,14.444444444444445
178.33.232.69-8333,13.833333333333334
178.39.116.98-8333,652.4736842105264
178.39.30.209-8333,17.25
178.41.219.213-8333,31.0
178.49.120.199-8333,5625.0
178.62.203.116-8333,15.412140575079873
178.62.213.120-8333,17.34090909090909
178.62.81.236-8333,20.074498567335244
178.63.2.220-8333,1.0
178.63.247.209-8333,1.0
178.63.40.220-8333,1.1846153846153846
178.63.69.252-8333,1.0
178.63.98.228-8333,1.0301724137931034
178.78.243.147-8333,39.68421052631579
178.78.97.187-8333,32.73170731707317
178.84.26.71-8333,32.152542372881356
178.85.103.251-8333,50.65925925925926
178.85.82.198-8333,43.111111111111114
178.85.97.102-8333,24.6
18.136.144.35-8333,171.20343839541547
18.162.184.105-8333,201.41666666666666
18.162.208.153-48332,201.39943342776203
18.162.208.153-48334,200.6757575757576
18.179.206.81-8333,254.31728045325778
18.179.39.98-8333,255.64183381088824
18.180.59.174-8333,259.1666666666667
18.188.10.196-8333,105.68181818181819
18.189.25.243-8333,104.46153846153847
18.191.109.28-8333,106.51412429378531
18.193.6.164-8333,5.243055555555555
18.194.12.219-48533,5.156351791530945
18.198.93.234-8333,5.458646616541353
18.200.177.101-8333,28.111428571428572
18.203.235.181-8333,28.0
18.206.238.251-8333,93.3019943019943
18.208.206.146-8333,93.38904899135447
18.221.51.155-8333,106.85882352941177
18.224.185.112-8333,106.3019943019943
18.228.122.94-8333,207.5
18.232.177.20-8333,93.35410764872522
18.232.70.84-8333,94.125
180.150.86.215-8333,252.38071065989848
180.152.235.167-8333,208.8
180.215.214.88-8333,275.5632183908046
181.238.51.152-8333,264.74342105263156
181.45.71.86-8333,242.046875
184.105.70.100-8333,149.63037249283667
184.152.170.168-8333,99.73684210526316
184.154.94.218-8333,110.78
184.162.188.32-8333,119.91803278688525
184.170.175.217-8333,110.03703703703704
184.175.55.105-8333,119.03703703703704
185.104.180.7-8333,33.42776203966006
185.107.83.55-8333,214.26074498567334
185.108.244.41-8333,430.83185840707966
185.128.247.216-8333,31.8
185.134.213.130-8333,28.55128205128205
185.146.159.217-33333,43.330827067669176
185.148.3.227-8333,25.684971098265898
185.150.162.111-8333,181.34722222222223
185.154.2.3-8333,320.4347826086956
185.159.81.162-8333,15.108695652173912
185.165.168.196-8333,29.354466858789625
185.165.243.76-8333,16.39325842696629
185.174.171.152-8333,12.0
185.176.220.175-8333,30.703125
185.177.124.144-8333,17.407692307692308
185.18.212.187-8333,85.4888888888889
185.180.196.143-8333,16.17241379310345
185.180.220.12-8333,19.17391304347826
185.180.222.203-8333,15.9
185.185.26.141-8111,2.3121387283236996
185.19.29.110-8333,29.763688760806918
185.198.58.47-8333,31.783882783882785
185.204.197.246-8333,77.9
185.210.224.102-8333,32.66949152542373
185.217.241.142-8333,32.96857142857143
185.220.156.193-8333,16.627906976744185
185.226.196.211-8333,59.078947368421055
185.227.108.54-8333,5.892857142857143
185.238.128.119-8333,15.38888888888889
185.238.128.48-8333,17.121794871794872
185.244.217.172-8333,12.8
185.25.224.202-8333,21.270655270655272
185.25.48.184-8333,32.354166666666664
185.250.148.157-8333,46.12903225806452
185.254.97.164-8333,15.8
185.5.55.45-8333,29.165137614678898
185.66.180.33-8333,22.95111111111111
185.78.209.27-8333,43.65502183406114
185.8.172.118-8333,204.49333333333334
185.98.191.188-8333,340.0625
186.1.41.130-8333,179.13953488372093
186.249.217.25-8333,205.75
188.112.145.230-8333,32.0
188.117.245.195-8333,22.0
188.121.252.236-8333,36.84615384615385
188.127.183.29-8333,33.0
188.134.74.188-8333,48.6
188.154.206.50-8333,24.181818181818183
188.155.100.240-8333,37.0
188.155.218.95-8333,60.28947368421053
188.165.248.49-8333,14.565217391304348
188.190.234.13-8333,33.583333333333336
188.193.103.156-8333,24.235294117647058
188.214.132.45-8333,33.10948905109489
188.226.138.37-8333,20.264705882352942
188.230.155.0-8333,41.67741935483871
188.241.48.201-8333,40.84581497797357
188.246.20.122-8333,28.218068535825545
188.251.29.7-8333,49.42857142857143
188.26.196.193-8333,41.0
188.26.86.244-8333,50.361702127659576
188.35.165.21-8333,51.145833333333336
188.37.190.74-8333,289.8709677419355
188.37.24.190-8333,48.59683794466403
188.40.193.28-8333,1.0
188.42.190.228-8333,11.045714285714286
188.68.53.44-8333,4.346590909090909
188.81.227.188-8333,63.2
190.100.170.253-8333,3259.8809523809523
190.105.164.11-8333,240.36
190.145.128.22-8333,160.4
190.177.12.188-8333,225.0
190.19.27.94-8333,245.0
190.196.60.122-8333,235.48985507246377
190.2.130.44-8333,15.746323529411764
190.2.134.140-8333,15.588235294117647
190.2.140.148-8333,14.513513513513514
190.2.140.27-8333,18.615384615384617
190.2.150.132-8333,17.504322766570606
190.245.217.9-8333,252.0857142857143
190.73.12.20-8333,251.22222222222223
191.34.107.211-8333,213.0
192.144.234.119-8333,239.0
192.146.137.18-8333,27.821529745042493
192.166.219.200-8333,70.11827956989248
192.182.157.119-8333,151.84285714285716
192.227.80.83-8333,123.0974212034384
192.241.137.219-8333,81.02388059701492
192.3.124.227-8333,107.95652173913044
192.3.185.210-8333,99.00313479623824
192.3.28.114-8333,92.75
192.64.113.72-8333,144.6
192.69.179.220-8333,117.27272727272727
192.95.24.39-8333,95.68
192.99.135.207-8333,96.3030303030303
192.99.32.109-8333,94.43521594684385
193.106.29.2-8333,37.2816091954023
193.106.30.90-8333,37.32951289398281
193.138.218.72-8333,32.967213114754095
193.154.222.208-8333,20.0
193.28.89.224-8333,27.14814814814815
193.29.13.84-8333,47.41935483870968
193.29.187.74-8333,36.2
193.34.166.96-8333,20.6
193.37.215.67-8333,55.0655737704918
193.42.110.30-8333,12.13314447592068
193.42.110.30-8334,11.488888888888889
193.46.2.17-8333,31.571428571428573
193.58.196.212-8333,891.3793103448276
193.77.117.97-8333,66.12280701754386
194.106.127.43-8333,46.857142857142854
194.109.20.68-8333,11.97134670487106
194.11.225.53-8333,53.49090909090909
194.14.246.52-8333,33.42857142857143
194.187.128.155-8515,34.41379310344828
194.187.224.131-8333,155.55555555555554
194.219.62.23-8333,76.31858407079646
194.247.13.8-8333,729.0
194.33.83.20-8333,22.0
194.36.91.253-8333,80.39204545454545
194.59.204.187-8333,6.629310344827586
195.154.164.243-8333,58.03988603988604
195.154.187.6-8333,18.471751412429377
195.154.80.143-8333,20.041666666666668
195.201.130.1-8333,2.9726027397260273
195.201.164.162-8333,1.0271186440677966
195.201.217.17-8333,3.2976190476190474
195.201.240.107-8333,1.145631067961165
195.201.95.119-8333,4.584507042253521
195.202.169.149-8333,20.16417910447761
195.206.105.22-8333,39.214285714285715
195.211.160.6-8333,77.0
195.211.161.124-8333,84.31147540983606
195.213.173.11-8333,36.0
195.214.157.34-8333,44.4
195.56.63.6-8333,46.861111111111114
195.69.170.8-8333,76.0
196.25.230.69-8333,195.33333333333334
197.245.31.181-8333,213.57142857142858
198.178.120.5-8112,119.4
198.199.108.36-8333,148.2
198.199.79.31-8333,82.3125
198.204.233.157-8333,121.56410256410257
198.211.102.227-8333,81.00287356321839
198.245.60.212-8333,93.32432432432432
198.245.62.75-8333,99.80392156862744
198.27.83.210-8333,94.71637426900585
198.44.161.178-18333,243.20289855072463
198.48.229.46-8333,120.5
198.98.61.175-8333,23510.6
199.192.20.201-8333,150.9
199.247.29.89-8333,11.580152671755725
199.249.111.245-8333,99.69811320754717
199.68.196.66-8333,150.5
2.152.78.124-8333,191.27027027027026
2.153.80.222-8333,110.9625
2.220.253.112-8333,33.05
2.24.4.89-8333,32.28
2.34.104.169-8333,19.512820512820515
2.34.115.234-8333,397.0
2.39.173.126-8333,38.34653465346535
2.56.99.239-8333,3.1766381766381766
2.81.171.222-8333,49.5
2.85.249.15-8333,52.5
20.184.15.116-8433,156.45089285714286
200.7.175.250-8333,237.33333333333334
2001-14ba-100-0-daf7-e15a-e81d-2b81-8333,45.0
2001-14ba-1ec8-5100-250-56ff-fe9a-60b5-8333,55.07142857142857
2001-1608-1b-f9--1-17482,312.27710843373495
2001-19f0-5-41e1-5400-3ff-fe46-e12a-8333,99.5
2001-19f0-5801-12e2-5400-2ff-feb0-e8ad-8333,301.35483870967744
2001-19f0-5801-a08-5400-2ff-fe41-b5f2-8333,290.7477477477477
2001-1b60-1010-2-1011-b42d-d0ec-afe8-8333,77.5
2001-41d0-1-792b--1-8333,13.663522012578616
2001-41d0-1-81b1--1-8333,65.3125
2001-41d0-1-b40d--1-8333,13.966101694915254
2001-41d0-1004-74e---8333,13.988668555240793
2001-41d0-1008-494---8333,13.380622837370241
2001-41d0-2-2282--1-8333,14.82857142857143
2001-41d0-2-34b7--1-8333,14.456692913385826
2001-41d0-2-bf8f---8333,13.919308357348703
2001-41d0-2-c331--1-8333,14.565217391304348
2001-41d0-2-d41c--1-8333,13.444126074498568
2001-41d0-2-e4d4---8333,13.57857142857143
2001-41d0-2-ecc4--1-8333,14.5
2001-41d0-2-fd06---8333,14.363636363636363
2001-41d0-203-180e---8333,13.425742574257425
2001-41d0-203-22bf---8333,13.652173913043478
2001-41d0-303-4c49---8333,13.931034482758621
2001-41d0-303-5fcd---8333,13.284210526315789
2001-41d0-303-6323---8333,14.55072463768116
2001-41d0-303-6409---8333,14.705882352941176
2001-41d0-303-6826---8333,13.941176470588236
2001-41d0-303-d80a---8333,13.653465346534654
2001-41d0-602-1a2---8333,23.857142857142858
2001-41d0-602-21cc---8333,23.076923076923077
2001-41d0-602-237---8333,23.780979827089336
2001-41d0-602-25d4---8333,24.4
2001-41d0-700-1e47---8333,6.526315789473684
2001-41d0-700-1f09---8333,81.67857142857143
2001-41d0-700-2ed2---8333,6.626865671641791
2001-41d0-8-6a1b---8333,13.63716814159292
2001-41d0-8-90d4--1-8333,31.344594594594593
2001-41d0-8-9521--1-8333,153.34594594594594
2001-41d0-8-9c6e--1-8333,14.080229226361032
2001-41d0-8-b9d8--1-8333,31.630769230769232
2001-41d0-8-c697--1-8333,13.807580174927114
2001-41d0-8-cdd7---8333,14.754716981132075
2001-41d0-8-d444--1-8333,15.172413793103448
2001-41d0-8-d644--1-8333,15.991428571428571
2001-41d0-800-10c0---8333,17.83116883116883
2001-41d0-800-1596---8333,19.0
2001-41d0-800-15d1---8333,17.220689655172414
2001-41d0-800-1f6c---8333,19.333333333333332
2001-41d0-a-4c49--82-8333,14.0
2001-41d0-a-f352--1-8333,17.886627906976745
2001-41d0-a-f872--1-8333,14.969924812030076
2001-41d0-a-f9cd--1-8333,19.875
2001-41d0-c-ad2---8333,13.216783216783217
2001-41f0--62-6974-636f-696e-8333,28.439306358381504
2001-458-20-100--210-8333,86.33333333333333
2001-470-1f15-e65-b00b-7ee9-8e6d-1d0e-8333,64.14814814814815
2001-470-1f1d-61f-cd1a--bc1-8333,69.9090909090909
2001-470-27-79--2-8333,49.22857142857143
2001-470-6f-3b3-9e-5b0e-7e0a-20fe-8303,24.0
2001-470-6f-7a5--cafe-8333,38.142857142857146
2001-470-7ee6-1006--2-8333,30.076923076923077
2001-470-8-bd3-459f-8fe8-444d-baf1-8333,101.0
2001-470-b-88b--1-8333,155.55
2001-470-d-99d-105a-224e-995c-77a5-8333,302.5833333333333
